YEAR,COMMUNITY.EXPECTATION,COMMUNITY.LEADERS,COUNTRY,DATAVIS.EDU,DATAVIS.EDU.METHOD,DATAVIS.TIME,EDU.BACKGROUND,EDU.MAJOR,EXPERIENCE.DATAVIS.YEARS,FREELANCE.OR.CONSULTANT,GENDER,JOB.DATASCI.HOURS,JOB.DATAVIS.AUDIENCE,JOB.DATAVIS.AUDIENCEDATAVISCONSUMPTION,JOB.DATAVIS.AUDIENCEDATAVISUSE,JOB.DATAVIS.AUDIENCEKNOWLEGE,JOB.DATAVIS.AUDIENCERELATIONSHIP,JOB.DATAVIS.CHARTSUSED,JOB.DATAVIS.EXPECTATIONS,JOB.DATAVIS.FATIGUE,JOB.DATAVIS.FOCUS,JOB.DATAVIS.GOALS,JOB.DATAVIS.HOURS,JOB.DATAVIS.INTENT,JOB.DATAVIS.LACKSKILLS,JOB.DATAVIS.LEADERSHIP.UNDERSTANDING,JOB.DATAVIS.NEWTOOLS,JOB.DATAVIS.ORGANIZATION,JOB.DATAVIS.PRESENTATION,JOB.DATAVIS.REACH,JOB.DATAVIS.RESOURCES,JOB.DATAVIS.TOOLCHOICE,JOB.DATAVIS.TOOLS,JOB.DATAVIS.USE,JOB.DESCRIPTION,JOB.DESIGN.HOURS,JOB.ENGINEERING.HOURS,JOB.IMPROVEMENT,JOB.PAY,JOB.PORTFOLIO.HOURS,JOB.PREPWORK.HOURS,JOB.SECTOR,LGBTQ,SPOKEN.LANGUAGE,REGION,TOTAL.HOURS,JOB.DESIGN.HOURS.PERC,JOB.DATASCI.HOURS.PERC,JOB.DATAVIS.HOURS.PERC,JOB.PREPWORK.HOURS.PERC,JOB.PORTFOLIO.HOURS.PERC,JOB.ENGINEERING.HOURS.PERC
2017,NA,NA,_,Mostly from School,NA,Much more,MASTERS,NA,6,NA,MAN,NA,General Public;Analysts;Scientists;Project Managers,Weekly,ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH,INTRO;MODERATE;EXPERT,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Dendrogram;Network Diagram;Choropleth Map;Raster Map;Flow Diagram;3D Chart,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Machine Learning;Summary/Overview;Communication;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Documents;Presentations;Email,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Excel;Plotly;Leaflet;ggplot;Other R;Other Python;ArcGIS;QGIS;Other GIS,Business Intelligence Tools;ggplot2/Pandas Charts,NA,NA,NA,NA,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,Much more,BACHELORS,NA,4,NA,MAN,NA,Analysts;Project Managers;Executives,Weekly,ANALYSIS,INTRO,COLLABORATIVE,Line Chart;Bar Chart;Pie Chart;Infographics;Flow Diagram,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Analysis;Summary/Overview;Communication,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Dashboard;Documents;Presentations;Email,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;Tableau;Other R;ArcGIS,Business Intelligence Tools,NA,NA,NA,NA,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,More tutorials and how-to,NA,_,Mostly Self-Taught,NA,Much more,MASTERS,NA,10,NA,MAN,NA,Analysts;Scientists;Executives,Weekly,ANALYSIS;SUMMARIZATION;RESEARCH,MODERATE,COLLABORATIVE,Bar Chart;Treemap;Choropleth Map;Bubble;scatter;2x2,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,Analysis;Summary/Overview;Communication;Exploration,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,SEPARATE DATA VISUALIZATION TEAM,Dashboard,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Excel;Tableau;Qlik,Business Intelligence Tools,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,Less,BACHELORS,NA,5,NA,NA,NA,Analysts;Product Managers;Project Managers;Executives,Daily,ANALYSIS;SUMMARIZATION,EXPERT,COLLABORATIVE,Line Chart;Bar Chart;Pie Chart;Treemap;Flow Diagram,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Summary/Overview;Communication,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Dashboard;Scrollytelling;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;Tableau,Business Intelligence Tools,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,More,BACHELORS,NA,7,NA,NA,NA,Executives,Hourly,ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH,EXPERT,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Treemap,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,Analysis;Summary/Overview;Communication;Exploration,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Dashboard;Presentations;Email,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;Tableau,Business Intelligence Tools,NA,NA,NA,Data democracy,NA,NA,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,More advocacy of open source,NA,_,Mostly Self-Taught,NA,Much more,BACHELORS,NA,1,NA,MAN,NA,Analysts,Weekly,LEARNING;RESEARCH,EXPERT,CONSULTATIVE,Line Chart;Bar Chart;Infographics,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Dashboard;Presentations,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Excel;ArcGIS;Other GIS;SAS Visual Analytics,Business Intelligence Tools,NA,NA,NA,Larger selection of tools. My employer limits my selection.,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,NA,MASTERS,NA,7,NA,MAN,NA,General Public;Engineers,Weekly,ANALYSIS;LEARNING;RESEARCH,MODERATE,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Infographics;Choropleth Map;Raster Map;3D Chart,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Communication;Mapping,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Documents;Presentations;Email,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Excel;Tableau;Mapbox;ArcGIS,GIS,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,More,MASTERS,NA,2,NA,WOMAN,NA,General Public;Analysts,Daily,ANALYSIS;SUMMARIZATION;RESEARCH,INTRO;MODERATE,CONSULTATIVE,Line Chart;Bar Chart;Infographics,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Summary/Overview;Communication;Marketing,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Static Web Page;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;Tableau;D3;ggplot;Other R,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,Much more,BACHELORS,NA,10,NA,MAN,NA,General Public,Monthly,ENTERTAINMENT;ANALYSIS;LEARNING,INTRO;MODERATE;EXPERT,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Choropleth Map,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,Analysis;Summary/Overview;Communication,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Scrollytelling;Static Web Page,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Excel;D3;Highcharts;Other Javascript;Angular,General charting libraries;Completely custom,NA,NA,NA,NA,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,NA,BACHELORS,NA,4,NA,MAN,NA,General Public;Analysts;Medical Professionals;Product Managers;Executives,Daily,ANALYSIS;SUMMARIZATION;LEARNING,MODERATE,CONSULTATIVE,Line Chart;Bar Chart,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Summary/Overview;Communication;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Dashboard;Email,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Excel;Other BI;D3;ggplot;Pandas,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,More,MASTERS,NA,5,NA,MAN,NA,General Public,Weekly,ENTERTAINMENT,INTRO,SUBORDINATE,Line Chart;Bar Chart;Choropleth Map;Raster Map,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,Editorial,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,BOTH,Scrollytelling;Static Web Page,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,D3;Mapbox;Other Javascript;QGIS,Completely custom,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,Best practices.,NA,_,Equal Parts School and Self-Taught,NA,More,PHD,NA,9,NA,WOMAN,NA,Analysts;Scientists;Product Managers;Project Managers;Executives,Weekly,ANALYSIS;SUMMARIZATION;LEARNING,INTRO;MODERATE;EXPERT,CONSULTATIVE,Line Chart;Bar Chart;Infographics;Flow Diagram,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Analysis;Summary/Overview;Communication,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Dashboard;Static Web Page;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;ggplot;Other R,Business Intelligence Tools;ggplot2/Pandas Charts,NA,NA,NA,Openness to new methods.,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,Future of open source- predictive,NA,_,Mostly Self-Taught,NA,Same,BACHELORS,NA,10,NA,MAN,NA,Analysts;Executives;Agencies;clients,Hourly,ANALYSIS;LEARNING;RESEARCH,INTRO;MODERATE;EXPERT,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Infographics;Treemap;Choropleth Map;Donut;sunburst,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Summary/Overview;Communication;Marketing;Exploration;Sales,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,SEPARATE DATA VISUALIZATION TEAM,Embedded in a tool;Dashboard;Scrollytelling;Presentations;Email;Salesforce community portal,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;Tableau;Power BI;D3;Leaflet;Mapbox;ArcGIS;QGIS;Visual force,Business Intelligence Tools;Completely custom,NA,NA,NA,Better software,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,Much more,MASTERS,NA,3,NA,WOMAN,NA,General Public;Project Managers,Monthly,ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH,INTRO,CONSULTATIVE,Line Chart;Bar Chart;Network Diagram;Choropleth Map;Flow Diagram,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Summary/Overview;Communication,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Documents;Presentations;Email,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;Tableau;ggplot;Other R;QGIS,NA,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,More help in how to think about abstracting the results of your very much detailed work.,NA,_,Mostly Self-Taught,NA,More,MASTERS,NA,2,NA,WOMAN,NA,Analysts;Engineers;Scientists,Weekly,ANALYSIS;RESEARCH,MODERATE,COLLABORATIVE,NA,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Analysis;Machine Learning;Summary/Overview;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Dashboard;Scrollytelling;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;D3;Other Javascript;Pandas;Other Python,ggplot2/Pandas Charts;General charting libraries;Completely custom,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,More,MASTERS,NA,2,NA,MAN,NA,Scientists,Monthly,ANALYSIS;SUMMARIZATION;RESEARCH,MODERATE,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Treemap;Dendrogram;Network Diagram;3D Chart;VR/AR Charting,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,Analysis;Summary/Overview;Exploration,NA,HIRED TO DO DATA VISUALIZATION,NA,NA,NA,SEPARATE DATA VISUALIZATION TEAM,Embedded in a tool;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,D3;WebGL;Other Javascript;Java;Three.js,Completely custom,NA,NA,NA,Good grant,NA,NA,NA,NA,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,understand the data before visualisation,NA,_,Mostly Self-Taught,NA,More,TECHNICAL SCHOOL,NA,1,NA,MAN,NA,Engineers;Project Managers;Executives,Monthly,ANALYSIS;SUMMARIZATION,EXPERT,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Infographics,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,BOTH,Dashboard,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Tableau,Business Intelligence Tools,NA,NA,NA,integration into the whole company,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,Storytelling advice,NA,_,Equal Parts School and Self-Taught,NA,Same,MASTERS,NA,3,NA,MAN,NA,General Public;Analysts;Product Managers;Executives,Daily,SUMMARIZATION,INTRO;MODERATE,CONSULTATIVE,Line Chart;Bar Chart,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Analysis;Machine Learning;Summary/Overview;Communication;Marketing;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,BOTH,Embedded in a tool;Dashboard;Static Web Page;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Tableau;Pandas;Other Python,Business Intelligence Tools;ggplot2/Pandas Charts;Completely custom,NA,NA,NA,More data literacy in the company,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,More,BACHELORS,NA,1,NA,MAN,NA,Analysts;Marketing team,Daily,ANALYSIS;SUMMARIZATION,MODERATE,COLLABORATIVE,Line Chart;Bar Chart;Pie Chart,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Analysis;Summary/Overview;Marketing,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Dashboard,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,D3;Java;C3,General charting libraries,NA,NA,NA,I need the leader who have experiences  and can help me,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Equal Parts School and Self-Taught,NA,More,BACHELORS,NA,10,NA,MAN,NA,General Public;Project Managers;Executives,Quarterly,ANALYSIS;SUMMARIZATION;RESEARCH,INTRO;MODERATE,CONSULTATIVE,Line Chart;Bar Chart;Infographics;Treemap;Network Diagram;Graphs,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,NA,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,NA,Dashboard;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;Power BI;Other R,NA,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,More,MASTERS,NA,4,NA,NA,NA,General Public;Analysts;Executives,Quarterly,SUMMARIZATION,INTRO,SUBORDINATE,Line Chart;Bar Chart;Infographics,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Analysis;Summary/Overview;Communication;Marketing;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,BOTH,Dashboard;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;Qlik,Business Intelligence Tools,NA,NA,NA,NA,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,Much more,MASTERS,NA,4,NA,MAN,NA,Analysts,Daily,ENTERTAINMENT;ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH,MODERATE,COLLABORATIVE,NA,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Analysis;Summary/Overview;Communication;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Dashboard;Static Web Page,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Illustrator;Excel;Tableau;D3;Other Javascript;Other Python;Java;React,Business Intelligence Tools;Completely custom,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,More,MASTERS,NA,1,NA,WOMAN,NA,General Public;Analysts;Project Managers;Executives,Weekly,ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH,INTRO;MODERATE,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Flow Diagram,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Communication,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Scrollytelling;Documents;Presentations;Email,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Excel;Tableau,Business Intelligence Tools,NA,NA,NA,NA,NA,NA,NA,NOT-FOR-PROFIT,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,More,BACHELORS,NA,5,NA,WOMAN,NA,Analysts;Executives,Quarterly,ANALYSIS;SUMMARIZATION;LEARNING;RESEARCH,MODERATE;EXPERT,CONSULTATIVE,Line Chart;Bar Chart,NA,NA,DATA VISUALIZATION IS THE FOCUS OF MY JOB,Analysis;Summary/Overview;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Dashboard;Documents;Presentations,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Tableau,Business Intelligence Tools;General charting libraries;Completely custom,NA,NA,NA,Reduced workload,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Equal Parts School and Self-Taught,NA,Much more,MASTERS,NA,2,NA,NA,NA,General Public;Product Managers;Project Managers;Clients,NA,ENTERTAINMENT;RESEARCH,MODERATE;EXPERT,NA,Line Chart;Bar Chart;Pie Chart;Infographics,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Summary/Overview,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Static Web Page;Documents,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Excel;D3;Other Javascript;Google spreadsheets,Completely custom,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,Same,MASTERS,NA,5,NA,WOMAN,NA,Product Managers,Weekly,ANALYSIS;SUMMARIZATION,MODERATE,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Treemap,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,NA,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,NA,Dashboard;Documents;Presentations;Email,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Excel;Microstrategy,NA,NA,NA,NA,A faster computer,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Equal Parts School and Self-Taught,NA,More,MASTERS,NA,4,NA,MAN,NA,General Public;Analysts;Product Managers;Executives,NA,ANALYSIS;RESEARCH,MODERATE,NA,Bar Chart;Infographics;Treemap;Dendrogram;Flow Diagram,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Summary/Overview;Communication;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Embedded in a tool;Dashboard;Scrollytelling;Static Web Page;Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Illustrator;Excel;Tableau;Gephi;Raw,Business Intelligence Tools;Completely custom,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,More,PHD,NA,10,NA,MAN,NA,General Public;Analysts;Scientists;government policy/decision makers,Monthly,ANALYSIS;SUMMARIZATION;RESEARCH,INTRO;MODERATE,CONSULTATIVE,Line Chart;Bar Chart;Infographics;Choropleth Map;Raster Map;Flow Diagram,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Analysis;Summary/Overview;Communication;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,NA,Documents;Presentations,NA,NA,I'M ABLE TO CHOOSE MY OWN TOOLS.,Excel;ggplot;Other R;QGIS,ggplot2/Pandas Charts;excel,NA,NA,NA,NA,NA,NA,NA,PUBLIC SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,Same,MASTERS,NA,5,NA,MAN,NA,Medical Professionals;Product Managers;Project Managers;Executives,Daily,ANALYSIS;SUMMARIZATION;RESEARCH,MODERATE;EXPERT,COLLABORATIVE,Line Chart;Bar Chart;Network Diagram,NA,NA,DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE,Analysis;Exploration,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Scrollytelling,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,D3;Vega,Completely custom,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,_,Mostly Self-Taught,NA,More,BACHELORS,NA,10,NA,MAN,NA,Analysts;Medical Professionals;Executives,Daily,ANALYSIS;SUMMARIZATION,MODERATE,CONSULTATIVE,Line Chart;Bar Chart;Pie Chart;Infographics;Flow Diagram,NA,NA,DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB BUT NOT THE FOCUS,Analysis;Summary/Overview;Communication;Marketing,NA,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,NA,NA,EMBEDDED IN ANOTHER TEAM,Static Web Page;Documents;Presentations,NA,NA,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION.,Illustrator;Excel;ggplot;Other R,ggplot2/Pandas Charts;Excel,NA,NA,NA,NA,NA,NA,NA,PRIVATE SECTOR,NA,NA,_,NA,NA,NA,NA,NA,NA,NA
